two_theta_deg,intensity_counts
7.1040144499999993,757
7.1067310599999995,793
7.1094476699999998,808
7.11216428,772
7.1148808900000002,821
7.1175974999999996,803
7.1203141099999998,813
7.1230307199999991,788
7.1257473299999994,722
7.1284639399999996,771
7.1311805499999998,783
7.1338971600000001,815
7.1366137699999994,813
7.1393303799999996,781
7.142046989999999,783
7.1447635999999992,775
7.1474802099999994,794
7.1501968199999997,826
7.1529134299999999,797
7.1556300400000001,764
7.1583466499999995,854
7.1610632599999997,801
7.1637798699999991,824
7.1664964799999993,773
7.1692130899999995,744
7.1719296999999997,750
7.17464631,815
7.1773629200000002,762
7.1800795299999995,784
7.1827961399999998,716
7.1855127499999991,785
7.1882293599999993,708
7.1909459699999996,805
7.1936625799999998,806
7.19637919,795
7.1990957999999994,808
7.2018124099999996,810
7.204529019999999,840
7.2072456299999992,802
7.2099622399999994,758
7.2126788499999996,766
7.2153954599999999,805
7.2181120700000001,773
7.2208286799999994,788
7.2235452899999997,763
7.226261899999999,757
7.2289785099999992,813
7.2316951199999995,795
7.2344117299999997,831
7.2371283399999999,793
7.2398449500000002,756
7.2425615599999995,755
7.2452781699999997,773
7.2479947799999991,749
7.2507113899999993,776
7.2534279999999995,739
7.2561446099999998,727
7.25886122,756
7.2615778300000002,759
7.2642944399999996,824
7.2670110499999998,753
